2020-01-01T00:00:00	0	100	AAZ
2020-01-01T00:00:01	6.28	100	AAZ
2020-01-01T00:00:02	12.56	100	AAZ
2020-01-01T00:00:03	18.84	100	ABZ
2020-01-01T00:00:04	25.11	100	ABZ
2020-01-01T00:00:05	31.38	100	ACZ
2020-01-01T00:00:06	37.63	100	ACZ
2020-01-01T00:00:07	43.87	100	ACZ
2020-01-01T00:00:08	50.1	100	ADZ
2020-01-01T00:00:09	56.32	100	ADZ
2020-01-01T00:00:10	62.51	100	AEZ
2020-01-01T00:00:11	68.69	100	AEZ
2020-01-01T00:00:12	74.85	100	AFZ
2020-01-01T00:00:13	80.98	100	AFZ
2020-01-01T00:00:14	87.09	100	AFZ
2020-01-01T00:00:15	93.17	100	AGZ
2020-01-01T00:00:16	99.23	100	AGZ
2020-01-01T00:00:17	105.25	100	AHZ
2020-01-01T00:00:18	111.25	100	AHZ
2020-01-01T00:00:19	117.2	100	AHZ
2020-01-01T00:00:20	123.13	100	AIZ
2020-01-01T00:00:21	129.01	100	AIZ
2020-01-01T00:00:22	134.86	100	AJZ
2020-01-01T00:00:23	140.66	100	AJZ
2020-01-01T00:00:24	146.43	100	AJZ
2020-01-01T00:00:25	152.14	100	AKZ
2020-01-01T00:00:26	157.81	100	AKZ
2020-01-01T00:00:27	163.44	100	AKZ
2020-01-01T00:00:28	169.01	100	ALZ
2020-01-01T00:00:29	174.53	100	ALZ
2020-01-01T00:00:30	180	100	AMZ
2020-01-01T00:00:31	185.41	100	AMZ
2020-01-01T00:00:32	190.77	100	AMZ
2020-01-01T00:00:33	196.07	100	ANZ
2020-01-01T00:00:34	201.31	100	ANZ
2020-01-01T00:00:35	206.49	100	ANZ
2020-01-01T00:00:36	211.6	100	AOZ
2020-01-01T00:00:37	216.65	100	AOZ
2020-01-01T00:00:38	221.64	100	AOZ
2020-01-01T00:00:39	226.56	100	APZ
2020-01-01T00:00:40	231.4	100	APZ
2020-01-01T00:00:41	236.18	100	APZ
2020-01-01T00:00:42	240.89	100	AQZ
2020-01-01T00:00:43	245.52	100	AQZ
