0	100	AAZ
6.28	100	AAZ
12.56	100	AAZ
18.84	100	ABZ
25.11	100	ABZ
31.38	100	ACZ
37.63	100	ACZ
43.87	100	ACZ
50.1	100	ADZ
56.32	100	ADZ
62.51	100	AEZ
68.69	100	AEZ
74.85	100	AFZ
80.98	100	AFZ
87.09	100	AFZ
93.17	100	AGZ
99.23	100	AGZ
105.25	100	AHZ
111.25	100	AHZ
117.2	100	AHZ
123.13	100	AIZ
129.01	100	AIZ
134.86	100	AJZ
140.66	100	AJZ
146.43	100	AJZ
152.14	100	AKZ
157.81	100	AKZ
163.44	100	AKZ
169.01	100	ALZ
174.53	100	ALZ
180	100	AMZ
185.41	100	AMZ
190.77	100	AMZ
196.07	100	ANZ
201.31	100	ANZ
206.49	100	ANZ
211.6	100	AOZ
216.65	100	AOZ
221.64	100	AOZ
226.56	100	APZ
231.4	100	APZ
236.18	100	APZ
240.89	100	AQZ
245.52	100	AQZ
250.08	100	AQZ
254.56	100	ARZ
258.96	100	ARZ
263.29	100	ARZ
267.53	100	ARZ
271.7	100	ASZ
275.78	100	ASZ
279.77	100	ASZ
283.68	100	ASZ
287.51	100	ATZ
291.25	100	ATZ
294.89	100	ATZ
298.45	100	ATZ
301.92	100	AUZ
305.3	100	AUZ
308.58	100	AUZ
311.77	100	AUZ
314.86	100	AVZ
317.86	100	AVZ
320.76	100	AVZ
323.57	100	AVZ
326.27	100	AVZ
328.88	100	AVZ
331.38	100	AWZ
333.79	100	AWZ
336.09	100	AWZ
338.29	100	AWZ
340.39	100	AWZ
342.38	100	AWZ
344.27	100	AWZ
346.05	100	AXZ
347.73	100	AXZ
349.31	100	AXZ
350.77	100	AXZ
352.13	100	AXZ
353.39	100	AXZ
354.53	100	AXZ
355.57	100	AXZ
356.5	100	AXZ
357.32	100	AXZ
358.03	100	AXZ
358.63	100	AXZ
359.12	100	AXZ
359.51	100	AYZ
359.78	100	AYZ
359.95	100	AYZ
360	100	AYZ
359.95	100	AYZ
359.78	100	AYZ
359.51	100	AYZ
359.12	100	AXZ
358.63	100	AXZ
358.03	100	AXZ
357.32	100	AXZ
356.5	100	AXZ
355.57	100	AXZ
354.53	100	AXZ
353.39	100	AXZ
352.13	100	AXZ
350.77	100	AXZ
349.31	100	AXZ
347.73	100	AXZ
346.05	100	AXZ
344.27	100	AWZ
342.38	100	AWZ
340.39	100	AWZ
338.29	100	AWZ
336.09	100	AWZ
333.79	100	AWZ
331.38	100	AWZ
328.88	100	AVZ
326.27	100	AVZ
323.57	100	AVZ
320.76	100	AVZ
317.86	100	AVZ
314.86	100	AVZ
311.77	100	AUZ
308.58	100	AUZ
305.3	100	AUZ
301.92	100	AUZ
298.45	100	ATZ
294.89	100	ATZ
291.25	100	ATZ
287.51	100	ATZ
283.68	100	ASZ
279.77	100	ASZ
275.78	100	ASZ
271.7	100	ASZ
267.53	100	ARZ
263.29	100	ARZ
258.96	100	ARZ
254.56	100	ARZ
250.08	100	AQZ
245.52	100	AQZ
240.89	100	AQZ
236.18	100	APZ
231.4	100	APZ
226.56	100	APZ
221.64	100	AOZ
216.65	100	AOZ
211.6	100	AOZ
206.49	100	ANZ
201.31	100	ANZ
196.07	100	ANZ
190.77	100	AMZ
185.41	100	AMZ
180	100	AMZ
174.53	100	ALZ
169.01	100	ALZ
163.44	100	AKZ
157.81	100	AKZ
152.14	100	AKZ
146.43	100	AJZ
140.66	100	AJZ
134.86	100	AJZ
129.01	100	AIZ
123.13	100	AIZ
117.2	100	AHZ
111.25	100	AHZ
105.25	100	AHZ
99.23	100	AGZ
93.17	100	AGZ
87.09	100	AFZ
80.98	100	AFZ
74.85	100	AFZ
68.69	100	AEZ
62.51	100	AEZ
56.32	100	ADZ
50.1	100	ADZ
43.87	100	ACZ
37.63	100	ACZ
31.38	100	ACZ
25.11	100	ABZ
18.84	100	ABZ
12.56	100	AAZ
6.28	100	AAZ
0	100	AAZ
-6.28	-100	AAZ
-12.56	-100	AAZ
-18.84	-100	ABZ
-25.11	-100	ABZ
-31.38	-100	ACZ
-37.63	-100	ACZ
-43.87	-100	ACZ
-50.1	-100	ADZ
-56.32	-100	ADZ
-62.51	-100	AEZ
-68.69	-100	AEZ
-74.85	-100	AFZ
-80.98	-100	AFZ
-87.09	-100	AFZ
-93.17	-100	AGZ
-99.23	-100	AGZ
-105.25	-100	AHZ
-111.25	-100	AHZ
-117.2	-100	AHZ
-123.13	-100	AIZ
-129.01	-100	AIZ
-134.86	-100	AJZ
-140.66	-100	AJZ
-146.43	-100	AJZ
-152.14	-100	AKZ
-157.81	-100	AKZ
-163.44	-100	AKZ
-169.01	-100	ALZ
-174.53	-100	ALZ
-180	-100	AMZ
-185.41	-100	AMZ
-190.77	-100	AMZ
-196.07	-100	ANZ
-201.31	-100	ANZ
-206.49	-100	ANZ
-211.6	-100	AOZ
-216.65	-100	AOZ
-221.64	-100	AOZ
-226.56	-100	APZ
-231.4	-100	APZ
-236.18	-100	APZ
-240.89	-100	AQZ
-245.52	-100	AQZ
-250.08	-100	AQZ
-254.56	-100	ARZ
-258.96	-100	ARZ
-263.29	-100	ARZ
-267.53	-100	ARZ
-271.7	-100	ASZ
-275.78	-100	ASZ
-279.77	-100	ASZ
-283.68	-100	ASZ
-287.51	-100	ATZ
-291.25	-100	ATZ
-294.89	-100	ATZ
-298.45	-100	ATZ
-301.92	-100	AUZ
-305.3	-100	AUZ
-308.58	-100	AUZ
-311.77	-100	AUZ
-314.86	-100	AVZ
-317.86	-100	AVZ
-320.76	-100	AVZ
-323.57	-100	AVZ
-326.27	-100	AVZ
-328.88	-100	AVZ
-331.38	-100	AWZ
-333.79	-100	AWZ
-336.09	-100	AWZ
-338.29	-100	AWZ
-340.39	-100	AWZ
-342.38	-100	AWZ
-344.27	-100	AWZ
-346.05	-100	AXZ
-347.73	-100	AXZ
-349.31	-100	AXZ
-350.77	-100	AXZ
-352.13	-100	AXZ
-353.39	-100	AXZ
-354.53	-100	AXZ
-355.57	-100	AXZ
-356.5	-100	AXZ
-357.32	-100	AXZ
-358.03	-100	AXZ
-358.63	-100	AXZ
-359.12	-100	AXZ
-359.51	-100	AYZ
-359.78	-100	AYZ
-359.95	-100	AYZ
-360	-100	AYZ
-359.95	-100	AYZ
-359.78	-100	AYZ
-359.51	-100	AYZ
-359.12	-100	AXZ
-358.63	-100	AXZ
-358.03	-100	AXZ
-357.32	-100	AXZ
-356.5	-100	AXZ
-355.57	-100	AXZ
-354.53	-100	AXZ
-353.39	-100	AXZ
-352.13	-100	AXZ
-350.77	-100	AXZ
-349.31	-100	AXZ
-347.73	-100	AXZ
-346.05	-100	AXZ
-344.27	-100	AWZ
-342.38	-100	AWZ
-340.39	-100	AWZ
-338.29	-100	AWZ
-336.09	-100	AWZ
-333.79	-100	AWZ
-331.38	-100	AWZ
-328.88	-100	AVZ
-326.27	-100	AVZ
-323.57	-100	AVZ
-320.76	-100	AVZ
-317.86	-100	AVZ
-314.86	-100	AVZ
-311.77	-100	AUZ
-308.58	-100	AUZ
-305.3	-100	AUZ
-301.92	-100	AUZ
-298.45	-100	ATZ
-294.89	-100	ATZ
-291.25	-100	ATZ
-287.51	-100	ATZ
-283.68	-100	ASZ
-279.77	-100	ASZ
-275.78	-100	ASZ
-271.7	-100	ASZ
-267.53	-100	ARZ
-263.29	-100	ARZ
-258.96	-100	ARZ
-254.56	-100	ARZ
-250.08	-100	AQZ
-245.52	-100	AQZ
-240.89	-100	AQZ
-236.18	-100	APZ
-231.4	-100	APZ
-226.56	-100	APZ
-221.64	-100	AOZ
-216.65	-100	AOZ
-211.6	-100	AOZ
-206.49	-100	ANZ
-201.31	-100	ANZ
-196.07	-100	ANZ
-190.77	-100	AMZ
-185.41	-100	AMZ
-180	-100	AMZ
-174.53	-100	ALZ
-169.01	-100	ALZ
-163.44	-100	AKZ
-157.81	-100	AKZ
-152.14	-100	AKZ
-146.43	-100	AJZ
-140.66	-100	AJZ
-134.86	-100	AJZ
-129.01	-100	AIZ
-123.13	-100	AIZ
-117.2	-100	AHZ
-111.25	-100	AHZ
-105.25	-100	AHZ
-99.23	-100	AGZ
-93.17	-100	AGZ
-87.09	-100	AFZ
-80.98	-100	AFZ
-74.85	-100	AFZ
-68.69	-100	AEZ
-62.51	-100	AEZ
-56.32	-100	ADZ
-50.1	-100	ADZ
-43.87	-100	ACZ
-37.63	-100	ACZ
-31.38	-100	ACZ
-25.11	-100	ABZ
-18.84	-100	ABZ
-12.56	-100	AAZ
-6.28	-100	AAZ
0	-100	AAZ
